Stage,MinStat,MaxStat,MinTime,MaxTime
1,204,204,00:18:00,00:20:00
2,107,107,00:10:00,00:10:00
3,104,105,00:05:00,00:07:00
4,207,207,00:18:00,00:20:00
5,107,107,00:10:00,00:12:00
6,104,105,00:05:00,00:07:00
7,108,109,00:14:00,00:20:00
8,209,211,00:12:00,00:20:00
9,212,212,00:04:00,00:10:00
10,110,110,00:04:00,00:06:00
