Stage,MinStat,MaxStat,MinTime,MaxTime
1,115,115,00:02:00,00:03:00
2,116,116,00:02:30,00:03:30
3,117,117,00:01:00,00:02:00
4,118,118,00:01:00,00:02:00
5,113,113,00:01:00,00:02:00
6,112,112,00:03:00,00:04:00
7,111,111,00:01:00,00:02:00
8,110,110,00:01:00,00:02:00
9,109,109,00:01:00,00:02:00
10,108,108,00:01:00,00:02:00
11,107,107,00:01:00,00:02:00
12,104,106,00:22:00,00:40:00
