Stage,MinStat,MaxStat,MinTime,MaxTime
1,203,203,00:15:00,00:30:00
2,111,111,00:03:00,00:20:00
3,110,110,00:03:00,00:20:00
4,109,109,00:03:00,00:20:00
5,105,105,00:10:00,00:30:00
6,101,101,00:00:00,00:00:00
