Stage,MinStat,MaxStat,MinTime,MaxTime
1,204,204,00:15:00,00:30:00
2,207,207,00:03:00,00:20:00
3,206,206,00:03:00,00:20:00
4,205,205,00:03:00,00:20:00
5,101,101,00:00:00,00:00:00
