Stage,MinStat,MaxStat,MinTime,MaxTime
1,106,107,00:15:00,00:30:00
2,111,111,00:03:00,00:20:00
3,110,110,00:03:00,00:20:00
4,112,112,00:15:00,00:30:00
5,111,111,00:03:00,00:20:00
6,110,110,00:03:00,00:20:00
7,106,107,00:15:00,00:30:00
8,111,111,00:03:00,00:20:00
9,110,110,00:03:00,00:20:00
10,201,201,00:10:00,00:20:00
11,109,109,00:03:00,00:20:00
12,105,105,00:10:00,00:30:00
13,101,101,00:00:00,00:00:00
