Stage,MinStat,MaxStat,MinTime,MaxTime
1,112,112,00:05:00,00:10:00
2,109,109,00:10:00,00:30:00
3,209,209,00:02:00,00:10:00
4,208,208,00:02:00,00:10:00
5,203,203,00:10:00,00:30:00
6,209,209,00:02:00,00:10:00
7,208,208,00:02:00,00:10:00
8,201,201,00:05:00,00:10:00
9,102,104,00:00:00,00:10:00
10,107,107,00:15:00,00:30:00
11,101,101,00:00:00,00:00:00
