Stage,MinStat,MaxStat,MinTime,MaxTime
1,109,109,00:05:00,00:10:00
2,112,209,00:02:00,00:10:00
3,111,208,00:02:00,00:10:00
4,202,202,00:14:00,00:30:00
5,112,209,00:02:00,00:10:00
6,111,208,00:02:00,00:10:00
7,201,201,00:05:00,00:10:00
8,102,104,00:00:00,00:10:00
9,107,107,00:15:00,00:30:00
10,101,101,00:00:00,00:00:00
