Stage,MinStat,MaxStat,MinTime,MaxTime
1,107,107,00:05:00,00:06:00
2,113,115,00:05:00,00:06:00
3,208,208,00:05:00,00:06:00
4,204,205,00:30:00,00:31:00
5,113,115,00:03:00,00:04:00
6,208,208,00:03:00,00:04:00
7,201,201,00:01:00,00:02:00
8,102,104,00:00:00,00:10:00
9,105,109,00:15:00,00:16:00
10,101,101,00:00:00,00:00:00
